"Input","Output","AdjModel","RegModel","Estimates","Std.Err","P.Value","EstimatesTertile1","Std.ErrTertile1","P.ValueTertile1","EstimatesTertile2","Std.ErrTertile2","P.ValueTertile2","EstimatesTertile3","Std.ErrTertile3","P.ValueTertile3","SampleSize"
"IV60","systolic_BP",2,"linear",-1.41707761761902,1.3571590230532,0.406027764901386,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"IV60","systolic_BP",3,"linear",-1.95502780673272,1.50828735870445,0.41833201541025,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"IV60","systolic_BP",4,"linear",-1.54785445675776,1.36078096728411,0.459111110628815,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"IV60","diastolic_BP",1,"linear",-1.7131479263576,1.06985298522861,0.13162839711557,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"IV60","diastolic_BP",2,"linear",-1.34144428814755,0.993106272829595,0.309303577841162,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"IV60","diastolic_BP",3,"linear",-1.69103684125624,1.03204619067308,0.348843053999158,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"IV60","diastolic_BP",4,"linear",-1.55933887321411,1.02918408073397,0.371392599272508,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"IV60","BMXBMI",1,"linear",1.50173743219362,0.453421814768531,0.00513802908922698,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"IV60","BMXBMI",2,"linear",2.05776778055318,0.537956487647552,0.0620508557636038,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"IV60","BMXBMI",3,"linear",1.55364593403214,0.515803488153135,0.204065946139418,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"IV60","BMXWAIST",1,"linear",5.83008552020362,1.03377054157243,6.10252171257751e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"IV60","BMXWAIST",2,"linear",4.87275842758345,1.23290767511088,0.0584616908068566,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"IV60","BMXWAIST",3,"linear",3.76215971850758,1.23402376682776,0.201777521506675,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"IV60","LBXGLU",1,"linear",9.30482471301429,2.43553400660298,0.00187364612856807,NA,NA,NA,NA,NA,NA,NA,NA,NA,2186
"IV60","LBXGLU",2,"linear",1.82172131008985,3.74565512667234,0.660029835293435,NA,NA,NA,NA,NA,NA,NA,NA,NA,2186
"IV60","LBXGLU",3,"linear",1.53058023297804,3.5818487814815,0.710757633454039,NA,NA,NA,NA,NA,NA,NA,NA,NA,2186
"M10_midpoint","systolic_BP",1,"linear",-0.597274050986773,0.0775918368461882,2.13823880645225e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_midpoint","systolic_BP",2,"linear",0.0897057815728242,0.0955412742839618,0.446886178600829,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_midpoint","systolic_BP",3,"linear",0.0552152059019005,0.0847475606159277,0.632385850152297,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_midpoint","systolic_BP",4,"linear",0.0832344678747575,0.0956045982825903,0.543964367792517,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_midpoint","diastolic_BP",1,"linear",0.00915917997834701,0.112127134897172,0.936053015042065,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_midpoint","diastolic_BP",2,"linear",0.0282625757675624,0.126092284229923,0.84346159113744,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_midpoint","diastolic_BP",3,"linear",0.00532655869600064,0.111316011098224,0.969560461385093,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_midpoint","diastolic_BP",4,"linear",0.0167647308348484,0.125444837307551,0.915421851578353,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_midpoint","BMXBMI",1,"linear",-0.0533615172492474,0.053125875020552,0.332214421272653,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_midpoint","BMXBMI",2,"linear",0.0758493607069197,0.0725424641363888,0.405499597032802,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_midpoint","BMXBMI",3,"linear",0.0535841133533953,0.0678058802246295,0.574246413559198,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_midpoint","BMXWAIST",1,"linear",-0.256816320701854,0.127889253517018,0.0643286463820917,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_midpoint","BMXWAIST",2,"linear",0.201356919078039,0.175792019493759,0.370606800451342,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_midpoint","BMXWAIST",3,"linear",0.165219942631177,0.165836550015912,0.501185731159811,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_midpoint","LBXGLU",1,"linear",-0.384395673640302,0.332341028274433,0.266779066758475,NA,NA,NA,NA,NA,NA,NA,NA,NA,2186
"M10_midpoint","LBXGLU",2,"linear",0.514327925701867,0.499581498895158,0.378976037835909,NA,NA,NA,NA,NA,NA,NA,NA,NA,2186
"M10_midpoint","LBXGLU",3,"linear",0.448113845937823,0.519473684334448,0.479258294985225,NA,NA,NA,NA,NA,NA,NA,NA,NA,2186
"M10_cnt_100","systolic_BP",1,"linear",-0.986816799628483,0.158700991721009,2.24444628405707e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_cnt_100","systolic_BP",2,"linear",-0.0897542402773932,0.118495547168906,0.527859084001631,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_cnt_100","systolic_BP",3,"linear",0.16091902373275,0.127442102235899,0.426421806456571,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_cnt_100","systolic_BP",4,"linear",-0.0650737599804947,0.123777366162984,0.691862722439232,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_cnt_100","diastolic_BP",1,"linear",0.00635654581348129,0.155449966330012,0.967960018870443,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_cnt_100","diastolic_BP",2,"linear",-0.18827184676192,0.172832668029786,0.389770743049921,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_cnt_100","diastolic_BP",3,"linear",-0.000565762417805106,0.158438992985979,0.997726733779383,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_cnt_100","diastolic_BP",4,"linear",-0.146174364856629,0.17553167965978,0.557934335786872,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_cnt_100","BMXBMI",1,"linear",-0.577875901903172,0.0629617653263047,2.67297470948517e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_cnt_100","BMXBMI",2,"linear",-0.788492407811016,0.0851893145128789,0.0114723196670653,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_cnt_100","BMXBMI",3,"linear",-0.698336365207505,0.0816159285488473,0.0740669817475796,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_cnt_100","BMXWAIST",1,"linear",-1.96119838279512,0.169343241390641,1.47368827928153e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_cnt_100","BMXWAIST",2,"linear",-1.9554207660092,0.216266329331815,0.012012044145505,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_cnt_100","BMXWAIST",3,"linear",-1.78268738852175,0.226468605959417,0.0804438441746675,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"M10_cnt_100","LBXGLU",1,"linear",-3.2124467318659,0.407898926576492,1.64276208264767e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2186
"M10_cnt_100","LBXGLU",2,"linear",-1.89725473033044,0.590945493825891,0.0489360320849096,NA,NA,NA,NA,NA,NA,NA,NA,NA,2186
"M10_cnt_100","LBXGLU",3,"linear",-1.77283404375559,0.591369875903885,0.0955843178733935,NA,NA,NA,NA,NA,NA,NA,NA,NA,2186
"L5_midpoint","systolic_BP",1,"linear",0.218640688064923,0.0832822428314995,0.0199686882553995,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_midpoint","systolic_BP",2,"linear",0.328170157380028,0.121587049951614,0.114225497406233,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_midpoint","systolic_BP",3,"linear",0.310055931051335,0.115956350996382,0.227833959724237,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_midpoint","systolic_BP",4,"linear",0.324150317926712,0.12111105865014,0.227633406338361,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_midpoint","diastolic_BP",1,"linear",0.153404994761272,0.0540869070274263,0.0132026078275789,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_midpoint","diastolic_BP",2,"linear",0.180507539859283,0.0650798444234577,0.109120509222295,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_midpoint","diastolic_BP",3,"linear",0.171982430133938,0.0593992896818535,0.21170986717212,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_midpoint","diastolic_BP",4,"linear",0.172560682434622,0.0639424739746092,0.225913553781087,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_midpoint","BMXBMI",1,"linear",0.0512697877988637,0.0271418189599288,0.0797908454103395,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_midpoint","BMXBMI",2,"linear",0.054836387382465,0.0293803846810095,0.202959771062434,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_midpoint","BMXBMI",3,"linear",0.0378714855891036,0.0298091383912099,0.424519369399758,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_midpoint","BMXWAIST",1,"linear",0.122394037955858,0.0664933508686694,0.0869563128919823,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_midpoint","BMXWAIST",2,"linear",0.15689597482735,0.0940765291787842,0.237300115560746,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_midpoint","BMXWAIST",3,"linear",0.126242833648844,0.0924256840885991,0.402320387717035,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_midpoint","LBXGLU",1,"linear",0.77372377783588,0.473976156981278,0.124873931824505,NA,NA,NA,NA,NA,NA,NA,NA,NA,2186
"L5_midpoint","LBXGLU",2,"linear",0.696004222103075,0.64690030584522,0.360790511422285,NA,NA,NA,NA,NA,NA,NA,NA,NA,2186
"L5_midpoint","LBXGLU",3,"linear",0.627884208172186,0.601906163885516,0.406392573506755,NA,NA,NA,NA,NA,NA,NA,NA,NA,2186
"L5_cnt","systolic_BP",1,"linear",0.0235117178134597,0.0101316980674021,0.035917283472215,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_cnt","systolic_BP",2,"linear",0.0137153580979204,0.00907614372726953,0.269864294692957,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_cnt","systolic_BP",3,"linear",0.00782128698579559,0.0087490053597669,0.535605161204867,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_cnt","systolic_BP",4,"linear",0.0135332388697563,0.00899914715859392,0.373584061061973,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_cnt","diastolic_BP",1,"linear",0.00935637067481677,0.00525331368174149,0.0966052892933677,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_cnt","diastolic_BP",2,"linear",0.0102049420670991,0.0060091995021518,0.231562974315492,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_cnt","diastolic_BP",3,"linear",0.00645153599497071,0.00615599721968453,0.485079446242181,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_cnt","diastolic_BP",4,"linear",0.00988521736749848,0.0060774767752287,0.350926559866952,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_cnt","BMXBMI",1,"linear",0.0164235416734028,0.00270833988131028,2.91615175560152e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_cnt","BMXBMI",2,"linear",0.0141826472518654,0.00310998251849615,0.0448723685001628,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_cnt","BMXBMI",3,"linear",0.0133612902729846,0.0026176250235783,0.123161000930076,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_cnt","BMXWAIST",1,"linear",0.0382738348946733,0.00778862997132833,0.000228226653718833,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_cnt","BMXWAIST",2,"linear",0.0391486975232766,0.00808755879967145,0.0401264083462797,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_cnt","BMXWAIST",3,"linear",0.0367601449356519,0.00683092245588826,0.116965208216646,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"L5_cnt","LBXGLU",1,"linear",0.0385574005074776,0.015743030033861,0.028088494263825,NA,NA,NA,NA,NA,NA,NA,NA,NA,2186
"L5_cnt","LBXGLU",2,"linear",0.0302674512040288,0.0202700894553477,0.232220622855942,NA,NA,NA,NA,NA,NA,NA,NA,NA,2186
"L5_cnt","LBXGLU",3,"linear",0.0304759601069633,0.0206326058896263,0.277689625918292,NA,NA,NA,NA,NA,NA,NA,NA,NA,2186
"RA","systolic_BP",1,"linear",-14.3141722671248,2.33955666476673,2.6582112912478e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"RA","systolic_BP",2,"linear",-4.51256025433349,2.19119483726872,0.175653932152146,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"RA","systolic_BP",3,"linear",-1.19180894537282,2.23413841843652,0.688023925246585,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"RA","systolic_BP",4,"linear",-4.30685300257852,2.14414915375283,0.294069221443443,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"RA","diastolic_BP",1,"linear",-2.13445587154658,1.97485048488812,0.298045032614877,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"RA","diastolic_BP",2,"linear",-3.44152282463806,1.78617042921316,0.193845637027076,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"RA","diastolic_BP",3,"linear",-1.17230568569549,1.95995536168667,0.656834912835071,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"RA","diastolic_BP",4,"linear",-3.06009900124368,1.926333409743,0.357671438949005,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"RA","BMXBMI",1,"linear",-8.87339044709189,1.00129140351717,4.08137411770482e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"RA","BMXBMI",2,"linear",-9.51794307457215,1.1172160696737,0.0134996947679338,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"RA","BMXBMI",3,"linear",-8.59010954368608,0.985620964260538,0.0727271054429332,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"RA","BMXWAIST",1,"linear",-24.1057493193454,2.56255340160268,1.98122412681971e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"RA","BMXWAIST",2,"linear",-23.7307025528184,2.60577508391679,0.011843593490076,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"RA","BMXWAIST",3,"linear",-21.6415327352314,2.21093285328683,0.0648132115705222,NA,NA,NA,NA,NA,NA,NA,NA,NA,4587
"RA","LBXGLU",1,"linear",-33.6214995308769,8.22939630750123,0.00111314381892678,NA,NA,NA,NA,NA,NA,NA,NA,NA,2186
"RA","LBXGLU",2,"linear",-22.9462053729272,9.10053361912861,0.0860699152312471,NA,NA,NA,NA,NA,NA,NA,NA,NA,2186
"RA","LBXGLU",3,"linear",-22.4430893166421,9.2604991302227,0.136296839775041,NA,NA,NA,NA,NA,NA,NA,NA,NA,2186
"IS60_tertile","HTN_status",1,"logist",0.125077643825409,0.0399693812940792,0.00175201543423653,-0.381827959543404,0.0559927817278444,1.22614440654811e-05,0.145747035839408,0.0766111473474189,0.0795004589638998,0.176886500247564,0.0565252411057483,0.00798297146880507,4587
"IS60_tertile","HTN_status",2,"logist",-0.0524023496644568,0.091003109984534,0.564729879512654,3.41266522061331,1.14811092978253,0.206603356626683,-0.0837114520782522,0.0845327197380696,0.503107573191617,-0.0741081135956876,0.128697832358258,0.66739286805142,4587
"IS60_tertile","HTN_status",3,"logist",0.00700683254998904,0.096588524258678,0.942169693975846,13.9459513099501,0.822822266666086,NA,-0.062481278157961,0.0918503890086412,NA,0.00990915762147212,0.136596800976226,NA,4587
"IS60_tertile","HTN_status",4,"logist",-0.0463771876100033,0.0916569785105717,0.612866173898693,3.42847358318155,1.15410863567068,NA,-0.0809776837881371,0.0859061880957837,NA,-0.065587247702785,0.12962254209579,NA,4587
"IS60_tertile","HTN_old_status",1,"logist",0.142010356606317,0.0440692880547642,0.00127106602048688,-0.919270887346945,0.0741446643891693,1.41112256107841e-08,0.277450234176183,0.0827144532074961,0.00517758343307574,0.200832972310095,0.0623233848511741,0.00667308833246149,4587
"IS60_tertile","HTN_old_status",2,"logist",-0.0457674518632262,0.100291743550888,0.64814322734012,3.17442894769602,1.05371770679503,0.204033705789543,0.116562606197532,0.114416332638334,0.494084651749789,-0.0647249511402326,0.141833943923711,0.727452654872916,4587
"IS60_tertile","HTN_old_status",3,"logist",0.0233104801322954,0.107507052697683,0.828342818528856,13.449752617384,0.730645406749077,NA,0.149765609017614,0.119450996457343,NA,0.0329659971485275,0.152037931975823,NA,4587
"IS60_tertile","HTN_old_status",4,"logist",-0.0399694481019091,0.102581197386569,0.696804857760163,3.16390506410036,1.06753904737492,NA,0.118489552331766,0.118972805520905,NA,-0.0565253355862883,0.145071720588558,NA,4587
"IS60_tertile","cvd_status",1,"logist",-0.236188903744708,0.113132923602402,0.0368238683565558,-2.26271876548968,0.095288041645523,4.31022417180156e-12,0.275217463426729,0.155124999716859,0.0994440544511386,-0.334021550957801,0.159994114909437,0.0570704213622339,4587
"IS60_tertile","cvd_status",2,"logist",-0.512792665699813,0.164896621005596,0.001872250011278,-2.58286612333363,1.65939103317627,0.363546306584759,0.0725251197513297,0.306612218394258,0.85213361308079,-0.725198342518123,0.233199037815611,0.198066874987104,4587
"IS60_tertile","cvd_status",3,"logist",-0.46555798624785,0.171468316645026,0.00662506740301749,-4.36427940854431,2.1276951823134,NA,0.0976471057663532,0.318334658330865,NA,-0.658398418222817,0.242492818916679,NA,4587
"IS60_tertile","cvd_status",4,"logist",-0.492496387517029,0.171520920910971,0.00408724281230421,-2.70445800346828,1.65654233030609,NA,0.0857808000617059,0.316259249996082,NA,-0.696495070646338,0.242567212583019,NA,4587
"IS60_tertile","Obesity",1,"logist",-0.118548212929312,0.0531563567258153,0.0257355338070278,-0.364354258553457,0.057415533240147,2.55203432642884e-05,-0.0519739881771441,0.0714544930466634,0.479893517619266,-0.167652490519725,0.0751744406079904,0.0439864551440505,4587
"IS60_tertile","Obesity",2,"logist",-0.185383987755816,0.0496693965241594,0.000189695360643283,8.90451606517378,1.034308475514,0.0736169853876649,-0.0769208663624544,0.117858241527136,0.631881009017936,-0.262172549731075,0.0702431341993537,0.166653551621048,4587
"IS60_tertile","Obesity",3,"logist",-0.167563852742435,0.0458615993189024,0.000258503043515601,8.96722259764751,1.04210122340717,NA,-0.0675581670443076,0.103351697217922,NA,-0.236971073111844,0.0648580957489123,NA,4587
"IS60_tertile","central_adiposity",1,"logist",0.112499395777363,0.0509254000587345,0.0271675570814007,0.154690385836375,0.0722685777092409,0.051848191414425,0.184911443608954,0.108638494531266,0.112516962037936,0.159098171267126,0.072019391432338,0.0457263439608317,4587
"IS60_tertile","central_adiposity",2,"logist",-0.0578608569856614,0.0617051842502201,0.348399389311679,6.49987197144701,0.954426450895438,0.0928165134015435,-0.00386858629576623,0.151835675175327,0.983783219561625,-0.0818276086796539,0.0872643084353918,0.520461762407885,4587
"IS60_tertile","central_adiposity",3,"logist",-0.0402026856481164,0.0560581809426046,0.473275370706684,6.51537574931979,0.967249797807014,NA,0.00603230841156031,0.150855126446767,NA,-0.0568551832873898,0.0792782397709963,NA,4587
"IS60_tertile","diabetes_status",1,"logist",-0.175663828492794,0.11464410356365,0.125459891968838,-1.87202051615799,0.129309246040392,2.13702458203017e-09,0.169574868521094,0.16327548579929,0.317931830189536,-0.248426168672891,0.16213124610582,0.149427645020696,2186
"IS60_tertile","diabetes_status",2,"logist",-0.378962466603828,0.155895520406839,0.0150624251484837,9.37098553471426,1.49000372523418,0.0243615282478119,-0.190572453081684,0.252689107763544,0.529445612643316,-0.535933859901494,0.220469559272563,0.135634120258361,2186
"IS60_tertile","diabetes_status",3,"logist",-0.37109813133156,0.162013036532028,0.0219897500212249,9.30483149956902,1.47640644929351,0.100177925964067,-0.198324817121036,0.257092319169931,0.581698604767156,-0.524812010300409,0.229121033544842,0.262055459526737,2186
"IV60_tertile","HTN_status",1,"logist",0.286930317940776,0.0840761958032054,0.00064312928188226,-0.481004281100277,0.0723868229833575,1.60050538092929e-05,0.222034577771122,0.106304291407095,0.0569713771835602,0.405780747087869,0.118901696377629,0.00462764750506538,4587
"IV60_tertile","HTN_status",2,"logist",-0.0127899935930418,0.128889862873166,0.920954100435157,3.19564757349851,1.17089867799723,0.223589400443068,0.0955142009307875,0.120881971724499,0.574290823391207,-0.0180877824019494,0.182277792127639,0.937033110834437,4587
"IV60_tertile","HTN_status",3,"logist",-0.0887934436322565,0.127954368437127,0.487715969060954,13.7927620841056,0.758950139195899,NA,0.0542341833234049,0.117196042302125,NA,-0.125572892234549,0.180954803208668,NA,4587
"IV60_tertile","HTN_status",4,"logist",-0.0407595754823023,0.130288790942721,0.754402048309856,3.22398930901589,1.17087117977276,NA,0.0821071112820426,0.123376462466995,NA,-0.0576427444436324,0.184256175176389,NA,4587
"IV60_tertile","HTN_old_status",1,"logist",0.34986621347031,0.102390111195438,0.000633170887776924,-0.985345064070409,0.0897361366782709,6.01578914234435e-08,0.186003480547,0.114349402438995,0.127800579529822,0.494785544105833,0.144801483905477,0.00459001564536282,4587
"IV60_tertile","HTN_old_status",2,"logist",-0.0149131132590106,0.15801201923281,0.924807609804439,3.14392722403789,1.02320017725752,0.200306975419492,-0.0483339612341491,0.15270670596627,0.804851556223282,-0.0210903270280959,0.223462740616999,0.940093524108661,4587
"IV60_tertile","HTN_old_status",3,"logist",-0.117387082242812,0.163517684557857,0.47282748369439,13.4654647895628,0.625192910448265,NA,-0.115123021818199,0.15669072438407,NA,-0.166010403755197,0.231248927189566,NA,4587
"IV60_tertile","HTN_old_status",4,"logist",-0.0451537500691786,0.158163280536609,0.775270144413868,3.13950856190492,1.02983596022611,NA,-0.0619982609594744,0.156428815727226,NA,-0.0638570457398332,0.223676656404294,NA,4587
"IV60_tertile","cvd_status",1,"logist",0.948592193121895,0.115106906992411,2.22044604925031e-16,-3.06220294078346,0.158917241235161,6.07235393064160e-11,0.73526998159137,0.212043388245774,0.00416546570013101,1.34151194467423,0.162785748991486,1.61344498530144e-06,4587
"IV60_tertile","cvd_status",2,"logist",0.799045239581794,0.196623959372104,4.82751540553661e-05,-3.78011392295802,1.63409060246281,0.25975728861411,0.555925435959434,0.220190629295933,0.24008332951105,1.13002061476625,0.278068270031527,0.153603524404181,4587
"IV60_tertile","cvd_status",3,"logist",0.739660360937286,0.188517015847711,8.72451446156663e-05,-4.09763253035464,2.11024824381444,NA,0.532415600519465,0.213732685210714,NA,1.04603771398733,0.266603320549938,NA,4587
"IV60_tertile","cvd_status",4,"logist",0.722881528000517,0.213174247207613,0.000696289765045321,-3.92431670588599,1.62401751455598,NA,0.527725753690436,0.216217547524743,NA,1.02230886088731,0.301473911549679,NA,4587
"IV60_tertile","Obesity",1,"logist",0.105306096902303,0.0567244204110933,0.0633893264779033,-0.472043766561776,0.0671500111584305,8.93664953599219e-06,-0.04912479136307,0.0964573425849086,0.619083179549065,0.148925310439813,0.0802204446631214,0.0861911416856377,4587
"IV60_tertile","Obesity",2,"logist",0.153062052189671,0.0619773471116513,0.013524715291287,8.77772133284417,0.983827742218025,0.07105728688865,-0.0668610561173264,0.115673909414436,0.666350191860445,0.216462430091289,0.0876492048452026,0.244931513574145,4587
"IV60_tertile","Obesity",3,"logist",0.0772623532229168,0.0648747653094443,0.233674718096836,8.86765159355308,0.977920080118504,NA,-0.101615891602523,0.114019806390332,NA,0.109265467788702,0.0917467729563879,NA,4587
"IV60_tertile","central_adiposity",1,"logist",0.109845493103403,0.0581317331609298,0.0588120064539521,0.15775758209112,0.054495674442791,0.0125308307959521,0.189927568845811,0.111169943563523,0.111304738563789,0.155344986112393,0.0822106854404407,0.081318548403696,4587
"IV60_tertile","central_adiposity",2,"logist",0.0337679771474208,0.0677550087250284,0.618213777200511,6.33113094236616,0.95328554134718,0.0951418466775348,0.07798070978035,0.146601256179703,0.688782463601014,0.0477551312557939,0.0958200522576416,0.705656582963078,4587
